Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
AZ95587,Arizona,10388.55323,No,Extended,Bachelor,1/11/11,Employed,F,61222,Urban,Single,89,20,55,0,2,Special Auto,Special L3,Offer3,Branch,392.604371,Four-Door Car,Small
DS81757,Oregon,2470.121222,No,Basic,College,1/9/11,Unemployed,M,0,Suburban,Single,74,7,20,0,1,Personal Auto,Personal L1,Offer4,Web,721.242206,Two-Door Car,Large
OJ94107,Arizona,5619.068508,No,Premium,Master,2/4/11,Employed,M,50335,Urban,Married,140,9,54,0,1,Personal Auto,Personal L2,Offer1,Call Center,456.52385,SUV,Medsize
LP84436,California,9047.119209,No,Extended,High School or Below,1/21/11,Unemployed,F,0,Suburban,Single,127,30,11,0,6,Personal Auto,Personal L2,Offer3,Branch,1087.995426,Sports Car,Medsize
YV64727,Washington,6692.143668,No,Premium,High School or Below,2/16/11,Employed,M,63221,Suburban,Married,168,28,49,0,1,Corporate Auto,Corporate L3,Offer3,Agent,806.4,SUV,Medsize
LM19287,Oregon,3731.504584,Yes,Extended,High School or Below,2/24/11,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large
ZU18643,Nevada,3660.770258,No,Extended,Bachelor,1/18/11,Employed,M,64495,Urban,Married,92,34,30,0,1,Corporate Auto,Corporate L2,Offer4,Web,251.992083,Four-Door Car,Medsize
AZ82578,California,7928.829252,No,Basic,College,1/30/11,Unemployed,F,0,Suburban,Married,72,7,75,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Medsize
XC67861,Arizona,5011.751577,No,Basic,Bachelor,1/9/11,Employed,F,28859,Suburban,Divorced,67,24,51,3,4,Corporate Auto,Corporate L2,Offer1,Call Center,321.6,Two-Door Car,Medsize
YC43143,Arizona,7988.258292,No,Extended,High School or Below,2/1/11,Employed,F,77330,Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Offer2,Web,99.257608,Four-Door Car,Medsize
EK59571,Oregon,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Corporate Auto,Corporate L2,Offer1,Branch,504,Four-Door Car,Large
GD83998,Washington,2659.337982,No,Basic,Bachelor,1/31/11,Employed,M,24495,Suburban,Single,70,29,65,0,1,Personal Auto,Personal L2,Offer4,Branch,336,Four-Door Car,Small
WA25797,Washington,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal Auto,Personal L3,Offer2,Agent,178.006524,Sports Car,Medsize
PD27940,Arizona,4885.162511,No,Extended,High School or Below,2/12/11,Disabled,M,26372,Suburban,Married,126,11,7,0,1,Personal Auto,Personal L3,Offer4,Agent,604.8,SUV,Medsize
BS77946,Arizona,9753.307106,No,Extended,Bachelor,2/24/11,Medical Leave,F,17514,Rural,Married,127,2,5,0,3,Personal Auto,Personal L1,Offer1,Branch,8.312729,SUV,Medsize
YM50253,California,2946.153697,No,Basic,Bachelor,2/1/11,Employed,F,89270,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,316.599228,Four-Door Car,Medsize
NR15332,California,2581.110945,No,Basic,High School or Below,2/6/11,Employed,M,29757,Suburban,Married,65,13,55,0,1,Personal Auto,Personal L2,Offer2,Web,312,Four-Door Car,Small
RC62865,Oregon,3517.385764,No,Extended,College,1/23/11,Employed,M,51814,Rural,Single,92,28,89,0,1,Personal Auto,Personal L2,Offer3,Agent,56.300724,Four-Door Car,Medsize
CC15295,Oregon,9743.350113,No,Extended,Bachelor,1/21/11,Employed,F,24028,Suburban,Married,82,14,27,0,2,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Small
KA61892,Arizona,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize
OS94884,Arizona,7649.28199,No,Basic,Bachelor,1/6/11,Employed,F,52705,Rural,Married,64,14,8,1,2,Personal Auto,Personal L2,Offer1,Web,128.705563,Two-Door Car,Large
ND87334,California,2287.59692,No,Basic,High School or Below,2/22/11,Unemployed,M,0,Suburban,Married,63,1,5,0,1,Corporate Auto,Corporate L3,Offer2,Agent,679.368378,Two-Door Car,Medsize
ML93326,Washington,4475.424592,No,Basic,College,2/27/11,Employed,F,84903,Urban,Married,111,7,63,0,1,Personal Auto,Personal L1,Offer1,Agent,497.126827,SUV,Medsize
YL74911,California,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize
JP69864,Washington,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize
HL53154,California,7416.197322,No,Extended,Bachelor,2/22/11,Unemployed,M,0,Suburban,Single,77,15,12,2,2,Personal Auto,Personal L3,Offer1,Agent,554.4,Four-Door Car,Medsize
RI78966,Oregon,7771.158973,No,Basic,Master,2/21/11,Medical Leave,M,21876,Suburban,Married,68,12,28,0,2,Personal Auto,Personal L3,Offer1,Agent,465.41477,Four-Door Car,Small
IC13702,California,6968.3419,No,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Single,69,33,61,1,2,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Small
BE10809,California,4250.282624,Yes,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small
HT87217,Oregon,19776.56654,No,Extended,High School or Below,1/16/11,Employed,F,70699,Urban,Divorced,82,1,57,0,2,Personal Auto,Personal L2,Offer3,Agent,256.813837,Four-Door Car,Medsize
TH95618,California,21343.46599,No,Basic,High School or Below,1/6/11,Unemployed,F,0,Suburban,Married,74,11,85,1,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize
TS19868,California,2413.139714,No,Basic,College,1/27/11,Medical Leave,M,27501,Suburban,Married,63,20,0,0,1,Personal Auto,Personal L1,Offer4,Branch,542.319401,Four-Door Car,Medsize
LP45550,Oregon,15363.84716,No,Premium,Doctor,1/15/11,Disabled,F,15897,Urban,Divorced,101,30,99,0,2,Personal Auto,Personal L3,Offer2,Agent,303.148399,Four-Door Car,Medsize
QR87004,Nevada,8456.961887,No,Basic,College,1/9/11,Employed,F,25141,Rural,Divorced,73,12,4,1,2,Personal Auto,Personal L3,Offer3,Agent,25.438063,Four-Door Car,Medsize
OE75747,Nevada,2189.642522,No,Basic,College,1/28/11,Unemployed,F,0,Suburban,Married,61,5,46,3,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small
DX91392,California,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize
AB72731,California,4639.981638,No,Basic,Bachelor,1/4/11,Employed,F,28358,Rural,Married,117,24,37,0,1,Personal Auto,Personal L2,Offer2,Call Center,84.024413,Sports Car,Medsize
RU49126,Washington,4465.335703,No,Basic,College,2/1/11,Employed,F,61846,Rural,Married,112,1,48,0,1,Personal Auto,Personal L2,Offer2,Agent,215.8182,SUV,Medsize
IS12901,Arizona,5968.118877,No,Basic,Bachelor,1/27/11,Employed,F,90972,Urban,Married,74,3,47,0,8,Personal Auto,Personal L3,Offer2,Call Center,232.926145,Two-Door Car,Medsize
IX37561,Washington,5097.763337,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Single,74,3,95,0,7,Personal Auto,Personal L3,Offer3,Web,532.8,Two-Door Car,Medsize
HH90090,California,4076.634665,No,Basic,Bachelor,1/23/11,Employed,F,29549,Suburban,Divorced,104,17,51,0,1,Personal Auto,Personal L2,Offer2,Call Center,710.433775,Sports Car,Small
IU25463,California,12252.60179,No,Premium,Bachelor,2/18/11,Unemployed,F,0,Suburban,Married,115,12,17,1,2,Personal Auto,Personal L2,Offer1,Agent,552,Four-Door Car,Medsize
KC11055,Nevada,16936.27147,No,Extended,Bachelor,1/24/11,Employed,F,39411,Suburban,Married,217,4,29,2,4,Personal Auto,Personal L3,Offer3,Branch,1122.658899,Luxury Car,Medsize
PD33979,Oregon,4892.435461,No,Basic,High School or Below,2/18/11,Employed,M,21709,Suburban,Married,62,28,17,0,3,Personal Auto,Personal L2,Offer2,Branch,408.374746,Four-Door Car,Large
NK71023,Nevada,9942.304791,No,Extended,Bachelor,1/19/11,Employed,M,67890,Suburban,Single,85,23,57,0,2,Personal Auto,Personal L2,Offer4,Agent,408,Four-Door Car,Small
AB13432,California,3735.838129,No,Basic,Bachelor,1/4/11,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792,SUV,Medsize
OZ97704,California,13117.52215,No,Basic,High School or Below,2/7/11,Employed,F,84311,Suburban,Single,111,11,98,4,2,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,Small
UF46533,California,4574.524094,No,Basic,College,1/30/11,Employed,F,99316,Suburban,Single,114,26,53,0,1,Corporate Auto,Corporate L3,Offer2,Branch,754.358929,SUV,Medsize
XP47431,Arizona,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L1,Offer2,Agent,702.990032,SUV,Medsize
GK73582,California,2978.84601,No,Extended,Bachelor,1/13/11,Employed,F,64586,Urban,Single,76,3,17,0,1,Personal Auto,Personal L1,Offer3,Branch,206.837111,Four-Door Car,Medsize
RV98763,Oregon,6410.967544,No,Extended,College,2/8/11,Employed,M,61709,Urban,Married,82,5,41,2,7,Personal Auto,Personal L3,Offer3,Branch,275.395894,Four-Door Car,Medsize
II62831,California,4479.023088,No,Basic,Master,1/29/11,Employed,M,94656,Urban,Married,111,12,79,1,1,Special Auto,Special L2,Offer4,Web,459.738128,SUV,Medsize
XK33449,California,2383.731879,No,Basic,High School or Below,2/5/11,Unemployed,F,0,Suburban,Single,69,5,40,0,1,Special Auto,Special L3,Offer4,Branch,496.8,Two-Door Car,Small
TR85083,California,2764.493659,No,Basic,Bachelor,1/20/11,Employed,M,61085,Suburban,Married,70,27,34,1,1,Personal Auto,Personal L3,Offer2,Branch,336,Two-Door Car,Medsize
EO95328,Oregon,7920.105377,No,Basic,Bachelor,1/27/11,Employed,F,89284,Suburban,Married,67,7,31,3,2,Personal Auto,Personal L2,Offer4,Agent,321.6,Two-Door Car,Small
EN21086,Arizona,6889.097981,No,Basic,High School or Below,1/9/11,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Small
YL83902,Washington,3274.194616,No,Extended,Bachelor,1/11/11,Employed,F,31686,Suburban,Married,81,11,33,0,1,Personal Auto,Personal L3,Offer1,Agent,430.994107,Four-Door Car,Small
AZ62651,Oregon,9951.707743,No,Premium,High School or Below,2/17/11,Employed,M,56855,Suburban,Single,255,12,1,0,1,Corporate Auto,Corporate L3,Offer4,Web,1836,Luxury SUV,Medsize
ZW25874,Oregon,2521.555686,No,Basic,Bachelor,2/16/11,Employed,M,53703,Rural,Single,67,3,45,2,1,Special Auto,Special L3,Offer1,Branch,67.632476,Four-Door Car,Medsize
EH41854,Washington,23706.11337,No,Extended,High School or Below,2/10/11,Unemployed,F,0,Suburban,Single,96,12,35,1,2,Personal Auto,Personal L1,Offer3,Branch,844.481918,Two-Door Car,Medsize
MW70227,California,6047.02516,Yes,Extended,College,2/19/11,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L1,Offer1,Branch,364.8,Four-Door Car,Medsize
SL22297,California,11140.30248,No,Premium,Master,1/21/11,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Personal Auto,Personal L1,Offer1,Call Center,722.486994,SUV,Medsize
RV14138,Nevada,4334.064096,Yes,Extended,Bachelor,2/27/11,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize
UO62808,Arizona,2799.74791,No,Basic,High School or Below,2/4/11,Employed,F,65351,Suburban,Married,69,4,54,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,481.027516,Four-Door Car,Medsize
ZX64745,California,7923.136624,No,Basic,College,1/18/11,Unemployed,M,0,Suburban,Single,113,20,1,0,7,Personal Auto,Personal L2,Offer1,Agent,1124.427734,SUV,Medsize
FL34139,California,3688.110888,No,Basic,High School or Below,2/3/11,Unemployed,M,0,Suburban,Single,63,0,54,3,7,Personal Auto,Personal L2,Offer1,Call Center,669.682001,Four-Door Car,Medsize
TS11219,California,12067.45599,No,Basic,College,1/2/11,Unemployed,M,0,Suburban,Single,116,14,35,0,2,Personal Auto,Personal L2,Offer1,Agent,1284.093173,SUV,Medsize
XX12304,California,2924.976721,No,Basic,College,1/9/11,Employed,F,64459,Urban,Married,72,16,64,0,1,Personal Auto,Personal L1,Offer2,Branch,240.259479,Four-Door Car,Medsize
SD64087,California,15014.0927,No,Premium,College,1/19/11,Employed,M,32961,Suburban,Married,190,13,53,0,3,Corporate Auto,Corporate L2,Offer1,Branch,912,SUV,Small
OY38576,Oregon,9277.233839,No,Basic,High School or Below,1/11/11,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,Medsize
BG76355,Washington,6274.123875,No,Extended,Bachelor,1/31/11,Employed,F,68964,Rural,Married,78,15,6,0,3,Personal Auto,Personal L3,Offer3,Web,115.086827,Four-Door Car,Medsize
IP66913,California,3886.647414,No,Extended,High School or Below,1/11/11,Employed,M,78108,Suburban,Single,98,12,34,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small
LE95702,California,4386.277558,Yes,Basic,College,2/11/11,Retired,M,10621,Suburban,Single,67,28,22,0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize
KX54357,Washington,11365.26766,No,Extended,College,1/22/11,Employed,M,84910,Urban,Married,95,4,69,0,2,Corporate Auto,Corporate L3,Offer2,Web,383.167471,Two-Door Car,Small
EZ78112,California,5610.96434,No,Basic,High School or Below,2/24/11,Employed,F,77493,Urban,Single,70,2,35,0,3,Special Auto,Special L3,Offer1,Agent,307.963291,Four-Door Car,Medsize
XN16891,Arizona,2912.892035,No,Basic,College,2/28/11,Employed,M,81097,Suburban,Divorced,74,7,67,0,1,Personal Auto,Personal L1,Offer4,Agent,355.2,Four-Door Car,Small
XK31350,Oregon,6915.729915,No,Extended,College,1/25/11,Employed,F,96610,Suburban,Married,85,6,23,0,3,Corporate Auto,Corporate L1,Offer4,Call Center,520.364752,Four-Door Car,Large
CC30924,Oregon,6262.663307,No,Premium,College,2/26/11,Employed,M,30110,Urban,Married,159,20,71,0,1,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,Small
IT78748,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,Small
KY33386,Washington,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize
CO44221,California,2929.916512,No,Basic,College,1/2/11,Employed,M,98473,Suburban,Married,72,19,69,0,1,Personal Auto,Personal L1,Offer2,Branch,345.6,Four-Door Car,Medsize
LK60013,Oregon,5969.55297,No,Basic,Bachelor,1/26/11,Employed,F,97431,Suburban,Married,74,1,72,0,3,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,Medsize
DE21533,California,5473.15987,No,Basic,Bachelor,2/2/11,Employed,M,93870,Suburban,Divorced,69,1,96,0,8,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize
YS94121,Nevada,5645.396665,No,Basic,High School or Below,2/27/11,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,Small
UK68427,Washington,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small
TE49565,Oregon,11833.76732,No,Basic,College,1/17/11,Disabled,F,16552,Suburban,Married,103,23,53,0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small
RA88421,Oregon,6121.107929,No,Extended,College,1/17/11,Employed,F,26787,Suburban,Married,77,7,50,0,5,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medsize
KQ51983,Nevada,5159.369746,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Personal Auto,Personal L1,Offer1,Branch,831.752839,Two-Door Car,Medsize
CD88896,Nevada,2514.59196,Yes,Basic,High School or Below,2/14/11,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize
YV22553,Arizona,8668.611261,No,Basic,High School or Below,2/20/11,Employed,M,21474,Urban,Married,114,13,72,2,9,Corporate Auto,Corporate L3,Offer1,Agent,373.428187,SUV,Small
WU14435,California,4960.965384,No,Basic,Bachelor,2/19/11,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Corporate Auto,Corporate L1,Offer1,Agent,395.934815,Four-Door Car,Small
XV84099,Arizona,5504.139033,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize
RI24911,Arizona,7507.455372,Yes,Basic,College,2/6/11,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize
KO26461,Arizona,32269.85139,No,Extended,High School or Below,2/27/11,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Personal L2,Offer1,Agent,289.904105,Four-Door Car,Medsize
HI14283,Oregon,5657.031588,No,Premium,Bachelor,2/1/11,Unemployed,F,0,Suburban,Married,152,12,89,0,1,Personal Auto,Personal L3,Offer1,Web,729.6,SUV,Small
PT50227,Arizona,5061.757902,No,Basic,High School or Below,2/23/11,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize
BH36570,California,5912.783829,No,Basic,Bachelor,1/11/11,Employed,M,72208,Suburban,Married,73,3,84,0,8,Personal Auto,Personal L3,Offer1,Branch,350.4,Two-Door Car,Small
TX17484,California,15182.27975,No,Basic,Bachelor,2/10/11,Employed,F,53863,Rural,Married,63,12,30,0,2,Personal Auto,Personal L2,Offer1,Web,105.765111,Four-Door Car,Large
CT41158,Washington,10747.03094,No,Extended,College,2/25/11,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Offer2,Branch,639.464548,SUV,Large
AO87348,Washington,2050.623512,No,Basic,College,2/16/11,Unemployed,M,0,Suburban,Single,61,18,26,0,1,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small
DE55857,Washington,2465.444865,No,Basic,Bachelor,1/30/11,Employed,F,64997,Suburban,Single,63,7,99,1,1,Personal Auto,Personal L3,Offer2,Agent,383.442328,Four-Door Car,Small
LF66923,Nevada,5343.121327,No,Basic,High School or Below,2/11/11,Employed,F,64460,Suburban,Married,66,18,42,0,3,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,Small
CN24514,Arizona,8119.829071,No,Basic,College,1/14/11,Employed,F,46618,Rural,Married,67,22,77,0,2,Personal Auto,Personal L1,Offer3,Agent,99.085943,Four-Door Car,Large
UW32074,Oregon,4605.265164,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,Small
HP36979,California,6408.785577,No,Extended,College,2/3/11,Employed,M,49988,Suburban,Married,84,6,37,5,5,Personal Auto,Personal L2,Offer2,Web,566.935022,Two-Door Car,Large
PP40919,California,2376.533508,No,Extended,College,1/31/11,Unemployed,F,0,Suburban,Single,91,2,8,5,1,Personal Auto,Personal L1,Offer1,Agent,436.8,Two-Door Car,Medsize
RO73268,California,3211.070017,No,Extended,Bachelor,2/15/11,Disabled,M,16269,Suburban,Divorced,86,6,84,0,1,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize
HO61691,Arizona,5094.522262,No,Basic,Bachelor,2/27/11,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize
BS13062,Arizona,25755.27817,No,Extended,High School or Below,1/21/11,Unemployed,F,0,Suburban,Married,81,3,60,2,2,Personal Auto,Personal L2,Offer4,Call Center,388.8,Four-Door Car,Small
FO35655,Oregon,8672.229719,No,Extended,Bachelor,1/14/11,Unemployed,M,0,Suburban,Single,245,34,83,0,1,Corporate Auto,Corporate L3,Offer1,Branch,2345.413441,Luxury SUV,Medsize
HR10526,California,8044.73072,No,Basic,Master,1/25/11,Employed,M,44320,Suburban,Married,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize
IA63417,Arizona,4001.519098,No,Premium,High School or Below,2/2/11,Retired,F,19782,Suburban,Divorced,108,13,66,0,1,Personal Auto,Personal L3,Offer3,Web,773.470977,Two-Door Car,Medsize
BH35016,Nevada,16706.11699,No,Basic,Bachelor,2/9/11,Employed,F,63933,Suburban,Divorced,70,35,98,0,2,Personal Auto,Personal L3,Offer1,Call Center,424.883448,Two-Door Car,Medsize
PK52952,Arizona,8544.411077,No,Basic,Doctor,2/28/11,Employed,M,28224,Suburban,Single,109,13,13,0,8,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize
OD76309,Washington,7805.31287,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small
IL28481,Oregon,6112.756868,No,Extended,Bachelor,2/19/11,Employed,M,63243,Urban,Married,77,21,73,0,3,Personal Auto,Personal L3,Offer4,Call Center,364.240307,Four-Door Car,Large
GY55092,Nevada,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize
UF33451,Oregon,10979.09559,No,Extended,Bachelor,2/14/11,Employed,F,94827,Urban,Married,135,5,64,0,4,Personal Auto,Personal L3,Offer1,Agent,354.729129,SUV,Medsize
CF15558,California,5004.263818,No,Basic,Master,1/30/11,Employed,F,39161,Urban,Married,63,18,83,1,4,Personal Auto,Personal L3,Offer2,Call Center,283.995953,Two-Door Car,Small
